,CD_OSCAR,DC_NOME,FL_CAPITAL,DT_FIM_OPERACAO,CD_SITUACAO,TP_ESTACAO,VL_LATITUDE,CD_WSI,CD_DISTRITO,VL_ALTITUDE,SG_ESTADO,SG_ENTIDADE,CD_ESTACAO,VL_LONGITUDE,DT_INICIO_OPERACAO,geometry,bacia
57,0-2000-0-86867,BARRA BONITA,,,Operante,Automatica,-22.4711111,0-76-0-3505302000000348, 07,533.68,SP,INMET,A741,-48.5575,2008-04-23T21:00:00.000-03:00,POINT (-48.5575 -22.4711111),Barra Bonita-Promissão
64,0-2000-0-86865,BAURU,N,,Operante,Automatica,-22.358052,0-76-0-3506003000000010, 07,636.17,SP,INMET,A705,-49.028877,2001-08-29T21:00:00.000-03:00,POINT (-49.028877 -22.358052),Barra Bonita-Promissão
245,0-2000-0-86843,IBITINGA,N,,Pane,Automatica,-21.85555555,0-76-0-3519600000000267, 07,496.75,SP,INMET,A737,-48.79972221,2007-11-08T21:00:00.000-03:00,POINT (-48.79972221 -21.85555555),Barra Bonita-Promissão
314,0-2000-0-86840,LINS,N,,Pane,Automatica,-21.66611111,0-76-0-3527108000000105, 07,460.65,SP,INMET,A727,-49.73472221,2006-09-19T21:00:00.000-03:00,POINT (-49.73472221 -21.66611111),Barra Bonita-Promissão
504,0-2000-0-86845,SAO CARLOS,N,,Operante,Automatica,-21.980353,0-76-0-3548906000000104, 07,859.29,SP,INMET,A711,-47.883927,2006-09-03T21:00:00.000-03:00,POINT (-47.883927 -21.980353),Barra Bonita-Promissão
5,0-2000-0-86716,AGUAS EMENDADAS,,,Operante,Automatica,-15.596491,0-76-0-5300108000000435, 10,1030.36,DF,INMET,A045,-47.625801,2008-10-02T21:00:00.000-03:00,POINT (-47.625801 -15.596491),São Simão
38,0-2000-0-86796,ARAXA,N,,Operante,Automatica,-19.605696,0-76-0-3104007000000037, 05,1018.32,MG,INMET,A505,-46.949617,2002-12-18T22:00:00.000-02:00,POINT (-46.949617 -19.605696),São Simão
83,0-2000-0-86715,BRASILIA,N,,Operante,Automatica,-15.78944444,0-76-0-5300108000000001, 10,1160.96,DF,INMET,A001,-47.92583332,2000-05-06T21:00:00.000-03:00,POINT (-47.92583332 -15.78944444),São Simão
142,0-2000-0-86777,CATALAO,N,,Operante,Automatica,-18.154779,0-76-0-5205109000000286, 10,900.72,GO,INMET,A034,-47.927614,2008-01-30T21:00:00.000-03:00,POINT (-47.927614 -18.154779),São Simão
169,0-2000-0-86727,CRISTALINA (FAZENDA SANTA MONICA),N,,Operante,Automatica,-16.39944444,0-76-0-5206206000000570, 10,932,GO,INMET,A056,-47.62583332,2018-01-24T21:00:00.000-03:00,POINT (-47.62583332 -16.39944444),São Simão
199,0-2000-0-86754,EDEIA,N,,Operante,Automatica,-17.33694444,0-76-0-5207402000000556, 10,608,GO,INMET,A029,-49.91472222,2017-08-25T21:00:00.000-03:00,POINT (-49.91472222 -17.33694444),São Simão
223,0-2000-0-86717,GAMA (PONTE ALTA),N,,Operante,Automatica,-15.93527777,0-76-0-5300108000000496, 10,990,DF,INMET,A046,-48.13749999,2014-09-30T21:00:00.000-03:00,POINT (-48.13749999 -15.93527777),São Simão
229,0-2000-0-86734,GOIANIA,N,,Operante,Automatica,-16.642841,0-76-0-5208707000000007, 10,727.3,GO,INMET,A002,-49.220222,2001-05-28T21:00:00.000-03:00,POINT (-49.220222 -16.642841),São Simão
280,0-2000-0-86775,ITUIUTABA,N,,Operante,Automatica,-18.95277777,0-76-0-3134202000000076, 05,540.08,MG,INMET,A512,-49.52499999,2006-05-11T21:00:00.000-03:00,POINT (-49.52499999 -18.95277777),São Simão
281,0-2000-0-86774,ITUMBIARA,N,,Operante,Automatica,-18.40972222,0-76-0-5211503000000261, 10,491.17,GO,INMET,A035,-49.19194444,2007-10-31T21:00:00.000-03:00,POINT (-49.19194444 -18.40972222),São Simão
316,0-2000-0-86736,LUZIANIA,N,,Operante,Automatica,-16.26055555,0-76-0-5212501000000120, 10,1000.82,GO,INMET,A012,-47.96694443,2006-10-20T21:00:00.000-03:00,POINT (-47.96694443 -16.26055555),São Simão
355,0-2000-0-86755,MORRINHOS,N,,Operante,Automatica,-17.745066,0-76-0-5213806000000006, 10,751.09,GO,INMET,A003,-49.101698,2001-05-24T21:00:00.000-03:00,POINT (-49.101698 -17.745066),São Simão
396,0-2000-0-86732,PARAUNA,N,,Operante,Automatica,-16.962536,0-76-0-5216403000000324, 10,678.74,GO,INMET,A027,-50.42545,2008-03-28T21:00:00.000-03:00,POINT (-50.42545 -16.962536),São Simão
405,0-2000-0-86778,PATROCINIO,N,,Operante,Automatica,-18.996684,0-76-0-3148103000000097, 05,978.11,MG,INMET,A523,-46.985935,2006-08-21T21:00:00.000-03:00,POINT (-46.985935 -18.996684),São Simão
421,0-2000-0-86756,PIRES DO RIO,N,,Operante,Automatica,-17.30416666,0-76-0-5217401000000255, 10,757.27,GO,INMET,A033,-48.28416666,2007-10-11T21:00:00.000-03:00,POINT (-48.28416666 -17.30416666),São Simão
472,0-2000-0-86753,RIO VERDE,N,,Operante,Automatica,-17.78527777,0-76-0-5218805000000184, 10,780.11,GO,INMET,A025,-50.965,2007-05-16T21:00:00.000-03:00,POINT (-50.965 -17.78527777),São Simão
548,0-2000-0-86735,SILVANIA,,,Operante,Automatica,-16.67972221,0-76-0-5220603000000469, 10,952,GO,INMET,A037,-48.61805554,2010-10-07T21:00:00.000-03:00,POINT (-48.61805554 -16.67972221),São Simão
581,0-2000-0-86776,UBERLANDIA,N,,Operante,Automatica,-18.91694443,0-76-0-3170206000000036, 05,874.77,MG,INMET,A507,-48.25555555,2002-12-17T22:00:00.000-02:00,POINT (-48.25555555 -18.91694443),São Simão
51,0-2000-0-86806,BAMBUI,N,,Operante,Automatica,-20.0311111,0-76-0-3105103000000534, 05,697,MG,INMET,A565,-46.00888888,2016-11-22T21:00:00.000-03:00,POINT (-46.00888888 -20.0311111),Três Marias
184,,DIVINOPOLIS,N,,Operante,Automatica,-20.17333332,0-76-0-3122306000000565, 05,796,MG,INMET,A564,-44.87499999,2017-10-25T21:00:00.000-03:00,POINT (-44.87499999 -20.17333332),Três Marias
189,0-2000-0-86797,DORES DO INDAIA,N,,Operante,Automatica,-19.481935,0-76-0-3123205000000205, 05,721.09,MG,INMET,A536,-45.593932,2007-05-31T21:00:00.000-03:00,POINT (-45.593932 -19.481935),Três Marias
212,0-2000-0-86798,FLORESTAL,N,,Operante,Automatica,-19.885398,0-76-0-3126000000000392, 05,753.5,MG,INMET,A535,-44.416883,2008-06-26T21:00:00.000-03:00,POINT (-44.416883 -19.885398),Três Marias
380,0-2000-0-86823,OURO BRANCO,N,,Operante,Automatica,-20.55666666,0-76-0-3145901000000091, 05,1048.2,MG,INMET,A513,-43.75611111,2006-07-27T21:00:00.000-03:00,POINT (-43.75611111 -20.55666666),Três Marias
427,0-2000-0-86788,POMPEU,N,,Operante,Automatica,-19.23249999,0-76-0-3152006000000504, 05,705,MG,INMET,A560,-44.96416666,2015-08-20T21:00:00.000-03:00,POINT (-44.96416666 -19.23249999),Três Marias
572,0-2000-0-86779,TRES MARIAS,N,,Operante,Automatica,-18.200855,0-76-0-3169356000000100, 05,931.01,MG,INMET,A528,-45.459836,2006-08-24T21:00:00.000-03:00,POINT (-45.459836 -18.200855),Três Marias
75,0-2000-0-86968,BOM JARDIM DA SERRA - MORRO DA IGREJA,N,,Operante,Automatica,-28.126992,0-76-0-4218905000000213, 08,1790.38,SC,INMET,A845,-49.47961,2007-06-16T21:00:00.000-03:00,POINT (-49.47961 -28.126992),Itá
95,0-2000-0-86943,CACADOR,N,,Operante,Automatica,-26.819156,0-76-0-4203006000000319, 08,944.26,SC,INMET,A859,-50.98552,2008-03-18T21:00:00.000-03:00,POINT (-50.98552 -26.819156),Itá
121,,CAMPOS NOVOS,N,,Operante,Automatica,-27.3886111,0-76-0-4203600000000587, 08,963,SC,INMET,A898,-51.21583333,2019-02-14T21:00:00.000-03:00,POINT (-51.21583333 -27.3886111),Itá
177,0-2000-0-86956,CURITIBANOS,N,,Operante,Automatica,-27.288624,0-76-0-4204806000000296, 08,978.1,SC,INMET,A860,-50.604283,2008-02-27T21:00:00.000-03:00,POINT (-50.604283 -27.288624),Itá
297,0-2000-0-86955,JOACABA,N,,Operante,Automatica,-27.16916666,0-76-0-4209003000000254, 08,767.63,SC,INMET,A841,-51.55888888,2007-09-19T21:00:00.000-03:00,POINT (-51.55888888 -27.16916666),Itá
307,0-2000-0-86932,LAGES,,,Operante,Automatica,-27.80222222,0-76-0-4209300000000497, 08,952.7,SC,INMET,A865,-50.33555555,2014-11-05T21:00:00.000-03:00,POINT (-50.33555555 -27.80222222),Itá
309,0-2000-0-86965,LAGOA VERMELHA,N,,Operante,Automatica,-28.222381,0-76-0-4311304000000175, 08,833.83,RS,INMET,A844,-51.512845,2007-03-01T21:00:00.000-03:00,POINT (-51.512845 -28.222381),Itá
512,0-2000-0-86969,SAO JOAQUIM,N,,Operante,Automatica,-28.27564,0-76-0-4216503000000336, 08,1400.06,SC,INMET,A815,-49.934617,2008-04-11T21:00:00.000-03:00,POINT (-49.934617 -28.27564),Itá
589,0-2000-0-86966,VACARIA,,,Operante,Automatica,-28.513602,0-76-0-4322509000000350, 08,969.89,RS,INMET,A880,-50.882738,2008-04-25T21:00:00.000-03:00,POINT (-50.882738 -28.513602),Itá
154,0-2000-0-86928,COLOMBO,N,,Operante,Automatica,-25.322464,0-76-0-4105805000000516, 08,950,PR,INMET,B806,-49.157733,2016-05-31T21:00:00.000-03:00,POINT (-49.157733 -25.322464),Foz do Areia
176,0-2000-0-86933,CURITIBA,N,,Operante,Automatica,-25.4486111,0-76-0-4106902000000046, 08,922.91,PR,INMET,A807,-49.23055554,2003-01-27T22:00:00.000-02:00,POINT (-49.23055554 -25.4486111),Foz do Areia
226,0-2000-0-86941,GENERAL CARNEIRO,,,Operante,Automatica,-26.3986111,0-76-0-4108502000000356, 08,1009.01,PR,INMET,A875,-51.35361111,2008-04-29T21:00:00.000-03:00,POINT (-51.35361111 -26.3986111),Foz do Areia
253,0-2000-0-86929,INACIO MARTINS,N,,Operante,Automatica,-25.567879,0-76-0-4110201000000117, 08,1208.85,PR,INMET,A823,-51.077946,2006-10-15T21:00:00.000-03:00,POINT (-51.077946 -25.567879),Foz do Areia
324,0-2000-0-86942,MAJOR VIEIRA,,,Operante,Automatica,-26.3936111,0-76-0-4210308000000442, 08,799.58,SC,INMET,A864,-50.36333333,2009-02-08T21:00:00.000-03:00,POINT (-50.36333333 -26.3936111),Foz do Areia
467,0-2000-0-86945,RIO NEGRINHO,N,,Operante,Automatica,-26.2486111,0-76-0-4215000000000320, 08,800,SC,INMET,A862,-49.57416666,2008-03-21T21:00:00.000-03:00,POINT (-49.57416666 -26.2486111),Foz do Areia
520,0-2000-0-86931,SAO MATEUS DO SUL,,,Pane,Automatica,-25.83555555,0-76-0-4125605000000472, 08,780.21,PR,INMET,A874,-50.36888888,2011-04-16T21:00:00.000-03:00,POINT (-50.36888888 -25.83555555),Foz do Areia
85,0-2000-0-86708,BRAZLANDIA,N,,Operante,Automatica,-15.59972221,0-76-0-5300108000000551, 10,1143,DF,INMET,A042,-48.1311111,2017-07-18T21:00:00.000-03:00,POINT (-48.1311111 -15.59972221),Serra da Mesa
228,0-2000-0-86713,GOIANESIA,N,,Operante,Automatica,-15.22027777,0-76-0-5208608000000206, 10,667.01,GO,INMET,A022,-48.98999999,2007-06-01T21:00:00.000-03:00,POINT (-48.98999999 -15.22027777),Serra da Mesa
267,0-2000-0-86689,ITAPACI,N,,Operante,Automatica,-14.97972221,0-76-0-5210901000000173, 10,551.16,GO,INMET,A015,-49.53999999,2007-02-02T21:00:00.000-03:00,POINT (-49.53999999 -14.97972221),Serra da Mesa
45,0-2000-0-86904,AVARE,N,,Operante,Automatica,-23.10166666,0-76-0-3504503000000107, 07,776.36,SP,INMET,A725,-48.9411111,2006-09-21T21:00:00.000-03:00,POINT (-48.9411111 -23.10166666),Capivara
141,0-2000-0-86921,CASTRO,N,,Pane,Automatica,-24.78694444,0-76-0-4104907000000081, 08,993.6,PR,INMET,A819,-49.99916666,2006-07-08T21:00:00.000-03:00,POINT (-49.99916666 -24.78694444),Capivara
269,0-2000-0-86905,ITAPEVA,N,,Operante,Automatica,-23.98194443,0-76-0-3522406000000090, 07,743.33,SP,INMET,A714,-48.88583333,2006-07-24T21:00:00.000-03:00,POINT (-48.88583333 -23.98194443),Capivara
293,0-2000-0-86902,JAPIRA,,,Pane,Automatica,-23.77333332,0-76-0-4109708000000297, 08,692.88,PR,INMET,A871,-50.18055554,2008-02-28T21:00:00.000-03:00,POINT (-50.18055554 -23.77333332),Capivara
300,0-2000-0-86903,JOAQUIM TAVORA,N,,Operante,Automatica,-23.505266,0-76-0-4112801000000144, 08,512.67,PR,INMET,A821,-49.946387,2006-11-22T21:00:00.000-03:00,POINT (-49.946387 -23.505266),Capivara
365,0-2000-0-86901,NOVA FATIMA,N,,Pane,Automatica,-23.41527777,0-76-0-4117008000000174, 08,664.31,PR,INMET,A842,-50.57777777,2007-02-07T21:00:00.000-03:00,POINT (-50.57777777 -23.41527777),Capivara
379,0-2000-0-86866,OURINHOS,N,,Pane,Automatica,-22.94888888,0-76-0-3534708000000101, 07,443.49,SP,INMET,A716,-49.89444444,2006-08-28T21:00:00.000-03:00,POINT (-49.89444444 -22.94888888),Capivara
449,0-2000-0-86864,RANCHARIA,N,,Operante,Automatica,-22.37277777,0-76-0-3542206000000103, 07,398.75,SP,INMET,A718,-50.97472221,2006-08-31T21:00:00.000-03:00,POINT (-50.97472221 -22.37277777),Capivara
521,0-2000-0-86906,SAO MIGUEL ARCANJO,N,,Operante,Automatica,-23.85194444,0-76-0-3550209000000093, 07,675.68,SP,INMET,A715,-48.16472222,2006-08-14T21:00:00.000-03:00,POINT (-48.16472222 -23.85194444),Capivara
596,0-2000-0-86920,VENTANIA,,,Pane,Automatica,-24.28027777,0-76-0-4128534000000471, 08,1093.41,PR,INMET,A872,-50.21027777,2011-04-14T21:00:00.000-03:00,POINT (-50.21027777 -24.28027777),Capivara
53,0-2000-0-86850,BARBACENA,N,,Operante,Automatica,-21.22833332,0-76-0-3105608000000026, 05,1168.76,MG,INMET,A502,-43.76777777,2002-12-04T22:00:00.000-02:00,POINT (-43.76777777 -21.22833332),Furnas
117,0-2000-0-86872,CAMPOS DO JORDAO,N,,Operante,Automatica,-22.75027777,0-76-0-3509700000000019, 07,1662.95,SP,INMET,A706,-45.60388888,2002-03-12T21:00:00.000-03:00,POINT (-45.60388888 -22.75027777),Furnas
215,0-2000-0-86820,FORMIGA,N,,Operante,Automatica,-20.455,0-76-0-3126109000000094, 05,878.14,MG,INMET,A524,-45.45388888,2006-08-16T21:00:00.000-03:00,POINT (-45.45388888 -20.455),Furnas
276,,ITATIAIA,N,,Operante,Automatica,-22.37388888,0-76-0-3302254000000557, 06,2450,RJ,INMET,A635,-44.70305555,2017-08-31T21:00:00.000-03:00,POINT (-44.70305555 -22.37388888),Furnas
323,,MACHADO,N,,Operante,Automatica,-21.680722,0-76-0-3139003000000552, 05,969,MG,INMET,A567,-45.944389,2017-07-20T21:00:00.000-03:00,POINT (-45.944389 -21.680722),Furnas
335,0-2000-0-86871,MARIA DA FE,N,,Operante,Automatica,-22.314567,0-76-0-3139904000000151, 05,1281.43,MG,INMET,A531,-45.373049,2006-11-30T21:00:00.000-03:00,POINT (-45.373049 -22.314567),Furnas
377,,OLIVEIRA,N,,Operante,Automatica,-20.715,0-76-0-3145604000000560, 05,1025,MG,INMET,A570,-44.86444444,2017-10-18T21:00:00.000-03:00,POINT (-44.86444444 -20.715),Furnas
400,0-2000-0-86873,PASSA QUATRO,N,,Operante,Automatica,-22.395799,0-76-0-3147600000000201, 05,1017.1,MG,INMET,A529,-44.961909,2007-05-29T21:00:00.000-03:00,POINT (-44.961909 -22.395799),Furnas
510,0-2000-0-86849,SAO JOAO DEL REI,N,,Operante,Automatica,-21.106502,0-76-0-3162500000000078, 05,929.88,MG,INMET,A514,-44.250928,2006-06-08T21:00:00.000-03:00,POINT (-44.250928 -21.106502),Furnas
594,0-2000-0-86848,VARGINHA,N,,Operante,Automatica,-21.56638888,0-76-0-3170701000000083, 05,949.78,MG,INMET,A515,-45.40416666,2006-07-12T21:00:00.000-03:00,POINT (-45.40416666 -21.56638888),Furnas
42,0-2000-0-86841,ARIRANHA,N,,Operante,Automatica,-21.13305554,0-76-0-3503703000000271, 07,525.44,SP,INMET,A736,-48.84055555,2007-11-12T21:00:00.000-03:00,POINT (-48.84055555 -21.13305554),Água Vermelha
53,0-2000-0-86850,BARBACENA,N,,Operante,Automatica,-21.22833332,0-76-0-3105608000000026, 05,1168.76,MG,INMET,A502,-43.76777777,2002-12-04T22:00:00.000-02:00,POINT (-43.76777777 -21.22833332),Água Vermelha
61,0-2000-0-86816,BARRETOS,N,,Pane,Automatica,-20.55916666,0-76-0-3505500000000460, 07,534.36,SP,INMET,A748,-48.54499999,2010-06-18T21:00:00.000-03:00,POINT (-48.54499999 -20.55916666),Água Vermelha
65,,BEBEDOURO,N,,Pane,Automatica,-20.94916666,0-76-0-3506102000000528, 07,790,SP,INMET,A764,-48.48999999,2016-10-26T21:00:00.000-03:00,POINT (-48.48999999 -20.94916666),Água Vermelha
102,0-2000-0-86846,CALDAS,N,,Operante,Automatica,-21.918066,0-76-0-3110301000000148, 05,1077.34,MG,INMET,A530,-46.382996,2006-11-27T21:00:00.000-03:00,POINT (-46.382996 -21.918066),Água Vermelha
111,0-2000-0-86793,CAMPINA VERDE,N,,Operante,Automatica,-19.53921,0-76-0-3111101000000085, 05,559.07,MG,INMET,A519,-49.518133,2006-07-14T21:00:00.000-03:00,POINT (-49.518133 -19.53921),Água Vermelha
117,0-2000-0-86872,CAMPOS DO JORDAO,N,,Operante,Automatica,-22.75027777,0-76-0-3509700000000019, 07,1662.95,SP,INMET,A706,-45.60388888,2002-03-12T21:00:00.000-03:00,POINT (-45.60388888 -22.75027777),Água Vermelha
137,0-2000-0-86844,CASA BRANCA,N,,Pane,Automatica,-21.78055554,0-76-0-3510807000000216, 07,734.15,SP,INMET,A738,-47.07527777,2007-06-24T21:00:00.000-03:00,POINT (-47.07527777 -21.78055554),Água Vermelha
156,0-2000-0-86794,CONCEICAO DAS ALAGOAS,N,,Operante,Automatica,-19.98586,0-76-0-3117306000000087, 05,572.54,MG,INMET,A520,-48.151574,2006-07-17T21:00:00.000-03:00,POINT (-48.151574 -19.98586),Água Vermelha
215,0-2000-0-86820,FORMIGA,N,,Operante,Automatica,-20.455,0-76-0-3126109000000094, 05,878.14,MG,INMET,A524,-45.45388888,2006-08-16T21:00:00.000-03:00,POINT (-45.45388888 -20.455),Água Vermelha
221,0-2000-0-86818,FRANCA,N,,Operante,Automatica,-20.58444444,0-76-0-3516200000000031, 07,1002.74,SP,INMET,A708,-47.38249999,2002-12-11T22:00:00.000-02:00,POINT (-47.38249999 -20.58444444),Água Vermelha
271,0-2000-0-86869,ITAPIRA,N,,Pane,Automatica,-22.415,0-76-0-3522604000000263, 07,634.89,SP,INMET,A739,-46.80527777,2007-11-04T21:00:00.000-03:00,POINT (-46.80527777 -22.415),Água Vermelha
276,,ITATIAIA,N,,Operante,Automatica,-22.37388888,0-76-0-3302254000000557, 06,2450,RJ,INMET,A635,-44.70305555,2017-08-31T21:00:00.000-03:00,POINT (-44.70305555 -22.37388888),Água Vermelha
283,0-2000-0-86817,ITUVERAVA,,,Operante,Automatica,-20.35972222,0-76-0-3524105000000403, 07,610.58,SP,INMET,A753,-47.77527777,2008-07-16T21:00:00.000-03:00,POINT (-47.77527777 -20.35972222),Água Vermelha
323,,MACHADO,N,,Operante,Automatica,-21.680722,0-76-0-3139003000000552, 05,969,MG,INMET,A567,-45.944389,2017-07-20T21:00:00.000-03:00,POINT (-45.944389 -21.680722),Água Vermelha
335,0-2000-0-86871,MARIA DA FE,N,,Operante,Automatica,-22.314567,0-76-0-3139904000000151, 05,1281.43,MG,INMET,A531,-45.373049,2006-11-30T21:00:00.000-03:00,POINT (-45.373049 -22.314567),Água Vermelha
377,,OLIVEIRA,N,,Operante,Automatica,-20.715,0-76-0-3145604000000560, 05,1025,MG,INMET,A570,-44.86444444,2017-10-18T21:00:00.000-03:00,POINT (-44.86444444 -20.715),Água Vermelha
400,0-2000-0-86873,PASSA QUATRO,N,,Operante,Automatica,-22.395799,0-76-0-3147600000000201, 05,1017.1,MG,INMET,A529,-44.961909,2007-05-29T21:00:00.000-03:00,POINT (-44.961909 -22.395799),Água Vermelha
402,0-2000-0-86819,PASSOS,N,,Operante,Automatica,-20.745237,0-76-0-3147907000000086, 05,781.7,MG,INMET,A516,-46.633916,2006-07-15T21:00:00.000-03:00,POINT (-46.633916 -20.745237),Água Vermelha
439,0-2000-0-86842,PRADOPOLIS,,,Operante,Automatica,-21.33833333,0-76-0-3518859000000346, 07,540.41,SP,INMET,A747,-48.11388888,2008-04-21T21:00:00.000-03:00,POINT (-48.11388888 -21.33833333),Água Vermelha
478,0-2000-0-86795,SACRAMENTO,N,,Operante,Automatica,-19.87527777,0-76-0-3156908000000095, 05,913.12,MG,INMET,A525,-47.43416666,2006-08-18T21:00:00.000-03:00,POINT (-47.43416666 -19.87527777),Água Vermelha
510,0-2000-0-86849,SAO JOAO DEL REI,N,,Operante,Automatica,-21.106502,0-76-0-3162500000000078, 05,929.88,MG,INMET,A514,-44.250928,2006-06-08T21:00:00.000-03:00,POINT (-44.250928 -21.106502),Água Vermelha
529,0-2000-0-86811,SAO SEBASTIAO DO PARAISO,N,,Pane,Automatica,-20.91,0-76-0-3164704000000501, 05,845,MG,INMET,A561,-47.11416666,2015-08-16T21:00:00.000-03:00,POINT (-47.11416666 -20.91),Água Vermelha
531,,SAO SIMAO,N,,Operante,Automatica,-21.46111111,0-76-0-3550902000000592, 07,620,SP,INMET,A770,-47.57944443,2019-07-02T21:00:00.000-03:00,POINT (-47.57944443 -21.46111111),Água Vermelha
580,,UBERABA,N,,Operante,Automatica,-19.71,0-76-0-3170107000000549, 05,778,MG,INMET,A568,-47.96194444,2017-05-18T21:00:00.000-03:00,POINT (-47.96194444 -19.71),Água Vermelha
594,0-2000-0-86848,VARGINHA,N,,Operante,Automatica,-21.56638888,0-76-0-3170701000000083, 05,949.78,MG,INMET,A515,-45.40416666,2006-07-12T21:00:00.000-03:00,POINT (-45.40416666 -21.56638888),Água Vermelha
603,0-2000-0-86815,VOTUPORANGA,N,,Operante,Automatica,-20.40333333,0-76-0-3557105000000154, 07,510.37,SP,INMET,A729,-49.96611111,2006-12-03T21:00:00.000-03:00,POINT (-49.96611111 -20.40333333),Água Vermelha
168,0-2000-0-86737,CRISTALINA,,,Operante,Automatica,-16.78499999,0-76-0-5206206000000280, 10,1211.08,GO,INMET,A036,-47.61305555,2007-12-13T21:00:00.000-03:00,POINT (-47.61305555 -16.78499999),Emborcação
169,0-2000-0-86727,CRISTALINA (FAZENDA SANTA MONICA),N,,Operante,Automatica,-16.39944444,0-76-0-5206206000000570, 10,932,GO,INMET,A056,-47.62583332,2018-01-24T21:00:00.000-03:00,POINT (-47.62583332 -16.39944444),Emborcação
238,0-2000-0-86757,GUARDA-MOR,N,,Pane,Automatica,-17.56138888,0-76-0-3128600000000225, 05,997.01,MG,INMET,A546,-47.19916666,2007-07-10T21:00:00.000-03:00,POINT (-47.19916666 -17.56138888),Emborcação
404,,PATOS DE MINAS,N,,Operante,Automatica,-18.52055554,0-76-0-3148004000000545, 05,950,MG,INMET,A562,-46.44055555,2017-05-11T21:00:00.000-03:00,POINT (-46.44055555 -18.52055554),Emborcação
45,0-2000-0-86904,AVARE,N,,Operante,Automatica,-23.10166666,0-76-0-3504503000000107, 07,776.36,SP,INMET,A725,-48.9411111,2006-09-21T21:00:00.000-03:00,POINT (-48.9411111 -23.10166666),Rosana
141,0-2000-0-86921,CASTRO,N,,Pane,Automatica,-24.78694444,0-76-0-4104907000000081, 08,993.6,PR,INMET,A819,-49.99916666,2006-07-08T21:00:00.000-03:00,POINT (-49.99916666 -24.78694444),Rosana
269,0-2000-0-86905,ITAPEVA,N,,Operante,Automatica,-23.98194443,0-76-0-3522406000000090, 07,743.33,SP,INMET,A714,-48.88583333,2006-07-24T21:00:00.000-03:00,POINT (-48.88583333 -23.98194443),Rosana
293,0-2000-0-86902,JAPIRA,,,Pane,Automatica,-23.77333332,0-76-0-4109708000000297, 08,692.88,PR,INMET,A871,-50.18055554,2008-02-28T21:00:00.000-03:00,POINT (-50.18055554 -23.77333332),Rosana
300,0-2000-0-86903,JOAQUIM TAVORA,N,,Operante,Automatica,-23.505266,0-76-0-4112801000000144, 08,512.67,PR,INMET,A821,-49.946387,2006-11-22T21:00:00.000-03:00,POINT (-49.946387 -23.505266),Rosana
339,0-2000-0-86899,MARINGA,N,,Operante,Automatica,-23.40527777,0-76-0-4115200000000142, 08,548.51,PR,INMET,A835,-51.93277777,2006-11-20T21:00:00.000-03:00,POINT (-51.93277777 -23.40527777),Rosana
365,0-2000-0-86901,NOVA FATIMA,N,,Pane,Automatica,-23.41527777,0-76-0-4117008000000174, 08,664.31,PR,INMET,A842,-50.57777777,2007-02-07T21:00:00.000-03:00,POINT (-50.57777777 -23.41527777),Rosana
379,0-2000-0-86866,OURINHOS,N,,Pane,Automatica,-22.94888888,0-76-0-3534708000000101, 07,443.49,SP,INMET,A716,-49.89444444,2006-08-28T21:00:00.000-03:00,POINT (-49.89444444 -22.94888888),Rosana
392,0-2000-0-86862,PARANAPOEMA,N,,Pane,Automatica,-22.65833333,0-76-0-4118303000000302, 08,308.7,PR,INMET,A850,-52.13444444,2008-03-03T21:00:00.000-03:00,POINT (-52.13444444 -22.65833333),Rosana
449,0-2000-0-86864,RANCHARIA,N,,Operante,Automatica,-22.37277777,0-76-0-3542206000000103, 07,398.75,SP,INMET,A718,-50.97472221,2006-08-31T21:00:00.000-03:00,POINT (-50.97472221 -22.37277777),Rosana
521,0-2000-0-86906,SAO MIGUEL ARCANJO,N,,Operante,Automatica,-23.85194444,0-76-0-3550209000000093, 07,675.68,SP,INMET,A715,-48.16472222,2006-08-14T21:00:00.000-03:00,POINT (-48.16472222 -23.85194444),Rosana
596,0-2000-0-86920,VENTANIA,,,Pane,Automatica,-24.28027777,0-76-0-4128534000000471, 08,1093.41,PR,INMET,A872,-50.21027777,2011-04-14T21:00:00.000-03:00,POINT (-50.21027777 -24.28027777),Rosana
57,0-2000-0-86867,BARRA BONITA,,,Operante,Automatica,-22.4711111,0-76-0-3505302000000348, 07,533.68,SP,INMET,A741,-48.5575,2008-04-23T21:00:00.000-03:00,POINT (-48.5575 -22.4711111),Promissão
62,0-2000-0-86908,BARUERI,,,Operante,Automatica,-23.52388888,0-76-0-3510609000000470, 07,776.5,SP,INMET,A755,-46.86944443,2011-03-28T21:00:00.000-03:00,POINT (-46.86944443 -23.52388888),Promissão
64,0-2000-0-86865,BAURU,N,,Operante,Automatica,-22.358052,0-76-0-3506003000000010, 07,636.17,SP,INMET,A705,-49.028877,2001-08-29T21:00:00.000-03:00,POINT (-49.028877 -22.358052),Promissão
